true_class,mean_tau,error_rate,strong_use
1,57.666666666666664,0.3333333333333333,42.333333333333336
2,79.66666666666667,0.6666666666666666,53.333333333333336
3,107.66666666666667,0.3333333333333333,18.333333333333332
4,25.333333333333332,0.0,3.0
5,99.33333333333333,0.6666666666666666,12.666666666666666
6,124.0,0.6666666666666666,49.333333333333336
