L,delta,C_gate,emp_norm_tau,mean_tau,error_rate,failed_unlock_rate,PoC_theory,d1,dL
2,0.02,40.25328435339898,49.99118522444965,195.56666666666666,0.03333333333333333,0.03333333333333333,14.815793191461868,0.012855180367791832,0.36806420716849714
3,0.02,29.611212819306814,27.75205220317582,108.56666666666666,0.03333333333333333,0.03333333333333333,10.898827569635802,0.012855180367791832,0.36806420716849714
5,0.02,22.50653876464536,23.099727824012785,90.36666666666666,0.0,0.0,8.283851346516242,0.012855180367791832,0.36806420716849714
10,0.02,18.318229490320633,24.250027807871778,94.86666666666666,0.0,0.0,6.742284614085447,0.012855180367791832,0.36806420716849714
